,danceability,danceability_var,energy,energy_var,loudness,loudness_var,speechiness,speechiness_var,acousticness,acousticness_var,instrumentalness,instrumentalness_var,liveness,liveness_var,valence,valence_var,tempo,tempo_var,date,date_var,artist_div
0,0.6635833333333331,0.010848118055555557,0.7027083333333334,0.025678539930555553,-6.348062499999998,4.265825891927085,0.057697916666666675,0.0029889993706597225,0.18760362499999997,0.04046214840577605,0.029189499999999997,0.018651511015154155,0.16301041666666663,0.014723565933159726,0.6385833333333334,0.03328199305555555,115.561375,641.9632302760416,13685.393229166666,23622738.550123427,0.896551724137931
1,0.5052105263157894,0.02796553462603879,0.6779473684210526,0.02689741828254847,-8.555263157894734,6.481480404432131,0.13889473684210527,0.011832673130193906,0.2963363684210526,0.0931482024664432,0.41835686842105263,0.1315831117315711,0.17698947368421053,0.013263895678670362,0.4358947368421053,0.08306272576177286,112.02273684210527,839.7692985096954,13300.232456140351,14854356.294465605,0.6666666666666666
2,0.6747073170731708,0.014698938726948246,0.6577560975609757,0.02436833075550268,-6.421219512195122,4.210769439619274,0.18555853658536586,0.025127487305175486,0.16466609756097558,0.046719565750624616,8.902487804878049e-05,7.724688768839987e-08,0.24321463414634137,0.045743569541939325,0.5032682926829267,0.03521824509220702,119.97563414634145,874.0687907198098,16687.449186991867,403046.540693784,0.7096774193548387
3,0.5426923076923077,0.02513990532544379,0.5136446153846153,0.0509415692402367,-11.001953846153844,21.344004228639054,0.07660769230769232,0.007662126556213021,0.35824829538461544,0.10174988628128259,0.26539040061538466,0.1193340105191281,0.16322923076923082,0.01508079745325444,0.46594769230769234,0.06600812526390536,122.72063076923078,870.9181196482841,9694.609615384616,40428119.89981674,0.8823529411764706
4,0.6781682692307692,0.01113163995469674,0.8097980769230765,0.012141122688609462,-5.0198509615384586,2.969042867210615,0.06726778846153847,0.00234582333741679,0.0534348894230769,0.008411052080146428,0.15281540499999993,0.07319996415428773,0.2270245192307691,0.036523963677653495,0.4705221153846152,0.040255174222448224,123.56830769230761,94.413740068787,16543.969751602563,95306.49348440695,0.7042606516290727
5,0.6130602409638557,0.016681984322833503,0.7669036144578312,0.035696448541152566,-5.499349397590359,6.080284492379156,0.07347590361445784,0.0025277100217738417,0.17504602409638553,0.051726551850481334,0.023066951445783128,0.019085408747353275,0.21223373493975908,0.03361776946436347,0.60785421686747,0.04454241983161562,120.72322891566267,526.2717829235014,13698.194779116462,591294.7016862632,0.3237410071942446
6,0.5469574468085106,0.01800289180624717,0.4973191489361704,0.03296170665459484,-7.973872340425531,5.513783813490266,0.038078723404255325,7.645316432775009e-05,0.40299104255319146,0.1097590722517854,0.038703008936170215,0.01366549457416232,0.13330425531914894,0.004132390620190132,0.27966808510638297,0.03411080472612043,115.13019148936172,714.199506154821,15917.058510638299,583652.8703205946,0.7450980392156863
7,0.5813333333333336,0.01757855555555556,0.6987916666666667,0.03279395659722222,-5.6957708333333334,4.871784009982638,0.09090625000000002,0.008199464335937498,0.18607733333333334,0.06039248792889265,0.004611491875,0.0007897539264108993,0.16732291666666665,0.01837077301649306,0.4768145833333331,0.04018257832899305,122.98556250000003,884.1726192877601,14263.422743055557,13588161.987629456,0.5892857142857143
8,0.7744899999999998,0.011766949899999999,0.5593199999999999,0.022326977599999992,-7.543410000000005,6.855484081900003,0.21133600000000008,0.017728470703999997,0.17767934999999999,0.03741724020034748,0.003114440300000001,0.00015583199090254266,0.18535600000000002,0.018614051864000006,0.37512699999999993,0.032332908770999993,121.24866000000002,767.4217842844,17209.413333333334,135812.9511000003,0.3836477987421384
9,0.47531578947368414,0.04903968975069251,0.3166421052631579,0.032406405595567865,-12.673315789473683,12.539415373961216,0.05168947368421052,0.0006226135734072021,0.7832105263157895,0.018356060941828258,0.6609226315789475,0.12045931900886427,0.16766315789473688,0.013929862326869807,0.3986894736842105,0.06078539883656509,118.15852631578946,994.703927722992,15997.666666666664,392282.1502192982,0.3684210526315789
