,danceability,danceability_var,energy,energy_var,loudness,loudness_var,speechiness,speechiness_var,acousticness,acousticness_var,instrumentalness,instrumentalness_var,liveness,liveness_var,valence,valence_var,tempo,tempo_var,date,date_var,artist_conc
0,0.6640769230769231,0.02121280177514793,0.7810769230769229,0.016335109467455623,-4.891211538461539,1.7217689360207098,0.10369807692307693,0.0073576894193787,0.08367411346153847,0.01419969101962578,0.0006743819230769231,1.255428714270015e-05,0.18708653846153847,0.021051839626479288,0.64275,0.03684003365384616,121.15750000000001,999.4396269807693,13111.522435897437,1232803.7368096649,0.746268656716418
1,0.49238205128205126,0.018813249165023013,0.6959230769230768,0.04363822485207101,-8.107974358974358,6.896996742932282,0.0910102564102564,0.013897548099934251,0.16222731923076927,0.04429041291365405,0.22370828025641026,0.13010133638497626,0.17934358974358972,0.017156688612754767,0.47666666666666657,0.04166099145299146,124.98712820512822,859.9681908809994,7900.961538461535,41862440.60001644,0.45901639344262296
2,0.6710624999999999,0.011818621093749999,0.6929531250000001,0.030438919677734377,-4.87559375,4.740519084960937,0.09642500000000001,0.0068354853125,0.26910015624999994,0.059732832654663094,0.0006378121874999999,2.3861498603967088e-05,0.16889375,0.0148836783984375,0.5650781250000001,0.04125172827148438,114.595984375,747.5809937028808,16885.680989583332,246528.65403747582,0.5185185185185185
3,0.5144285714285715,0.03080199092970522,0.6209015873015874,0.058971399838750306,-9.618753968253968,18.742902852166786,0.067,0.004606959841269841,0.2735143698412699,0.1035392887755964,0.20315576341269842,0.09609200055807246,0.18827777777777774,0.019452795537918868,0.45125793650793644,0.06117116275447216,125.54762698412699,782.0550893291132,13557.813822751321,20096460.767876063,0.6992481203007519
4,0.5762352941176471,0.028259709342560554,0.6504176470588235,0.04055489674740485,-7.6345294117647065,6.233681778546714,0.041217647058823526,0.00019271557093425608,0.17718910588235295,0.05415418065354408,0.08175876352941176,0.046578734054776444,0.1665235294117647,0.028346754740484426,0.4902941176470589,0.06505608996539791,127.7254117647059,904.535191418685,9821.720588235292,1388320.8314470395,0.9444444444444444
5,0.6836625,0.02136282359375,0.7174125,0.026689567343749998,-5.8839625,5.83110551109375,0.07623375,0.004057338735937501,0.1159306,0.035314852808715005,0.0006282895,7.12551939303725e-06,0.21187,0.02774310335,0.5675375,0.03574522359375,121.643075,576.970770869375,13204.655208333332,14008186.268662106,0.7129629629629629
6,0.50525,0.0200665625,0.7778125,0.01404640234375,-6.6208124999999995,6.585728777343751,0.04675625,0.00026927246093749995,0.06396823125000001,0.011493726567314648,0.065451025,0.017645446320860625,0.22562500000000002,0.016908510625,0.5058125,0.048451027343749994,123.188875,916.0470866093751,11518.880208333332,21725272.044026695,0.8235294117647058
7,0.6471132075471699,0.012010326806692773,0.5762452830188679,0.029388222855108576,-7.813566037735849,5.52096688714845,0.07603207547169812,0.005746950480598078,0.31878615094339624,0.06918256063454326,0.07622011396226414,0.03990579279285421,0.1238245283018868,0.0036593493983624065,0.4457792452830188,0.05378968202207192,121.13388679245283,699.1423233456746,16963.101415094337,759802.2383064359,0.9230769230769231
8,0.5124565217391305,0.016102726370510394,0.6857608695652173,0.040745616729678635,-6.3930434782608705,5.877726389413988,0.05028913043478261,0.0009703335775047258,0.1789960021739131,0.07107126279173498,0.05718201260869566,0.02771906176001035,0.1877173913043478,0.017823992306238184,0.5391086956521739,0.04828381035916824,130.5317391304348,939.7372133232514,12617.809782608696,38937597.49091578,0.5106382978723404
9,0.6125714285714287,0.008835578231292517,0.6326190476190475,0.026363950113378685,-8.442761904761905,10.041452086167803,0.04944285714285714,0.00338977006802721,0.32233809523809526,0.03396605759637189,0.0032294061904761906,7.75679201527474e-05,0.1668952380952381,0.008275438548752836,0.6206190476190476,0.02307452154195011,122.32176190476191,1073.5737817052154,11437.186507936507,33008661.802020345,0.7777777777777778
