,danceability,danceability_var,energy,energy_var,loudness,loudness_var,speechiness,speechiness_var,acousticness,acousticness_var,instrumentalness,instrumentalness_var,liveness,liveness_var,valence,valence_var,tempo,tempo_var,date,date_var,artist_div
0,0.5292641509433962,0.022416496262014952,0.5593943396226414,0.038294157892488453,-8.543132075471702,14.051317435386256,0.04697358490566037,0.0010240370380918476,0.30821150754716986,0.09027023980836144,0.10355968735849057,0.05454984911277255,0.14985094339622643,0.019385578348166614,0.3576169811320756,0.05231527499466001,122.86558490566037,790.9304206578853,15437.363993710693,1876036.2452273937,0.8421052631578947
1,0.745046153846154,0.017742690177514796,0.6767076923076921,0.02477777609467456,-5.684153846153845,4.799559791715977,0.17835076923076917,0.017361092037869823,0.12340333846153849,0.022587150098839288,0.028255987384615388,0.0201266973748758,0.20256769230769228,0.018637092340828405,0.44161230769230764,0.04700045031005917,124.095,699.887516676923,16609.951282051283,1149502.6478402372,0.7575757575757576
2,0.4757111111111111,0.015061227654320986,0.8996222222222223,0.0054049017283950606,-4.402511111111112,0.9785395832098766,0.09448444444444447,0.0018726466469135802,0.01145388888888889,0.0023867197324720993,0.03390440288888889,0.018038464602595585,0.2575955555555556,0.027331425758024688,0.37256,0.04020603839999999,129.67324444444444,487.5337941402469,14531.099074074074,1905987.144466736,0.5576923076923077
3,0.7213152173913044,0.012499194116257094,0.6455978260869568,0.013478218690926276,-6.886195652173913,5.038891939981099,0.12816630434782614,0.01114742962547259,0.18279519565217384,0.04687144102565739,0.010274160652173913,0.0027369593493641953,0.171358695652174,0.017237103511342153,0.7062380434782609,0.03837448692225898,117.35029347826092,1189.5518654464795,13462.048007246374,4903886.450631596,0.4051724137931034
4,0.5656363636363636,0.017936958677685952,0.6371000000000001,0.03989485727272727,-6.752022727272728,7.217077976756201,0.038543181818181824,0.0001807515444214876,0.2698783863636363,0.08718371487405528,0.015341787499999999,0.0019575430607220523,0.1712886363636363,0.01594208509814049,0.4444909090909092,0.06081092946280991,120.70915909090913,703.8491365883264,15531.347537878786,1710891.8981173597,0.7045454545454546
5,0.5368905109489048,0.012153440566892217,0.5507970802919708,0.04696861604986947,-7.657445255474452,8.41545937109063,0.03908905109489051,0.0004997786392455646,0.37673572262773725,0.0975840642975873,0.009370733795620437,0.001623361500547024,0.15479416058394166,0.012881298068091,0.4545306569343067,0.03922057745431296,122.12164233576641,1054.7245402589376,15604.197384428222,1121339.4021003162,0.5842696629213483
6,0.6343394495412845,0.024307123306119012,0.7597247706422016,0.028459795808433636,-5.827128440366971,7.060622680750775,0.08228623853211008,0.006805957700530261,0.1333146596330275,0.03103823355023654,0.022244473486238533,0.016562791129905233,0.18486697247706432,0.01421054404679741,0.6064587155963304,0.04302177123137784,121.3688807339449,658.2170793343997,12027.93386850153,18964668.155524053,0.8560606060606061
7,0.722074074074074,0.00835058710562414,0.6794444444444444,0.014041061728395064,-6.567518518518518,2.429926916323731,0.07333703703703705,0.002554294183813443,0.11296925925925926,0.03845799706611797,0.0002105407407407408,1.0046460294587101e-06,0.1892148148148148,0.031935719039780514,0.7598148148148149,0.027019854595336085,129.7118888888889,887.8321566172837,14607.881172839507,3248018.570177945,0.25
8,0.4850862068965516,0.01817860751089971,0.6209712643678162,0.045928464691504835,-8.951620689655172,11.870210925089179,0.04365574712643676,0.0004758186738670896,0.27966352183908044,0.07538793533416134,0.0287145783908046,0.01196963367704039,0.22990344827586198,0.051440670907649616,0.5202091954022989,0.05427632267406521,120.42828160919545,738.8311747655239,4922.9578544061305,23829099.42782145,0.49162011173184356
9,0.5765999999999998,0.013161973333333334,0.34018,0.012517920266666668,-9.726666666666667,6.033307822222223,0.08504000000000002,0.0061927197333333335,0.9134666666666668,0.010355048888888893,0.13957361733333334,0.07619774703359448,0.2263333333333333,0.007407790222222223,0.6605333333333333,0.01480198222222222,109.98693333333335,353.3007436622222,9909.130555555554,59930722.89996913,0.6875
